X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
21.47244185605291,288.8018941501813,624.8629269780358,118.92041851993126,9.537070967199691,5.829143969053448,11.290197315133842,11.625570059931896,58.1997594969342,1415.9630426631622,73.76576959143932,1.3890712499682876,12.8136358327051,124.52232158573027,-0.8179918586848448,-6.042785761738495
27.774452554722348,222.6724687041116,246.8035016827044,238.2712751536951,13.355652735555484,-3.1594093955878515,16.717565414902076,-7.548178356673707,43.52343909013871,1201.2916283138802,55.56031626869209,3.2471492935421136,3.1667389805725406,105.14234586975674,-0.9242706894107076,12.038054418427107
3.0235747272170457,475.6651666625445,433.8359860878013,117.32096096158263,26.46696409477746,12.965877818874274,4.680913900969749,5.802478010449776,51.56775263306158,1010.690628047548,42.385664092284706,-0.7802876921279831,3.4313793574241105,139.9852943703119,2.087548640324595,0.6019955745269718
21.178436329464922,476.2507947768226,480.9545019926649,118.62257846397127,11.796029250444846,4.705316885235251,-5.695635629474465,6.1220000947210975,29.68000006544202,1051.6499048622109,42.296356023656195,8.399369932246502,7.088021532797362,154.70193579710337,-7.636671171814638,-4.650037212914643
3.0489402651320043,229.97784698288936,616.5430846440315,118.91623778624941,4.541508383731582,8.313433091255753,7.684162332711133,-8.395454354524425,24.36312889157192,1260.7777251736616,47.40095593571029,21.412860041636108,7.829192281526913,78.96169221557749,15.075862158473207,4.259793177757472
9.299408648626384,602.6856757718879,144.23563702197777,89.78655998766104,11.88206221453843,9.13018014029955,1.717103497055552,0.33796320233205007,59.8365148592378,1226.5205893043837,68.07794340015856,-1.3750887154811138,-10.447811098877782,157.4199690921359,-2.5648791258412382,9.781860505492407
2.514379447549744,443.4726584806355,472.05428662673665,249.56775359469867,15.01835347865813,-4.1800615575631745,-5.368180562806484,7.3427411065902,41.699876298625185,1457.5586400021102,83.13586480215761,-6.465840906186267,2.851890428412863,148.0514203445756,-4.946746964898505,-7.145745061819918
8.894074693069626,335.54699898663245,647.3180536421943,136.89531713964988,2.757018473398257,9.822771927397332,10.010188623415182,-11.951943044944446,28.78119550680671,1056.4557586616343,59.35905931767488,-7.940727483760323,4.3978918975838175,134.41609545897887,-7.449989282173054,22.16354159859206
21.22076696948435,290.1700640591888,557.4269628451799,99.39990591600495,-3.232178658459598,-3.5963304518824244,11.084498774217945,-4.790854009310979,35.197025571979054,1218.2874669196815,41.31125414202954,-7.975726592404927,15.502894151659996,82.43174907955911,3.903199416402577,21.733547967968697
10.152802207028582,489.74766422436426,521.764788407629,138.5440015415874,8.062836427833727,-14.615429158023325,5.530724931214933,16.36056616816509,63.93163120394922,1416.1420455748319,45.332348246152215,-11.583966514409763,-0.2093625155625949,124.65935300476177,-2.2919683911421553,11.008533250728979
16.719301771025943,539.678905071278,323.18191685984243,92.14474685713601,8.369557063247266,-1.5779015187656624,-17.36292236863986,4.300999004351258,39.36408926832917,1581.8721939004893,30.461291828004732,-0.740034841062463,-2.7182279987025164,77.2361894329102,7.201116002692335,8.125965828283393
13.4116046701887,374.6358440101783,409.4845672880913,135.36798197663146,1.620797708543873,14.722564640681753,2.3036544211134684,7.22717769219471,31.73834510182913,813.8721220252163,22.92933233181876,9.394169923046068,7.4172382778653825,105.05340046364027,-3.9304459667668215,9.830767295574145
22.112689858800753,472.43118332933943,267.74429109175134,126.05761636541416,4.792778507245329,10.792945387921305,-2.596768197981963,-9.453782330073103,40.446492136104894,1184.2353984741042,38.58466646282183,17.089935823939967,-4.904087921880001,56.69156657577277,5.4290506313021645,-0.06790535749559778
9.697941821064637,570.8433657489451,642.0529477225489,118.6776288436041,7.689855358886395,17.64946279080963,2.406492892162134,7.713978927359466,29.844091049403694,880.4197266631808,52.341776131363474,8.062481472298623,-1.6537072952385805,116.44531061554454,7.027775698098166,6.677227922203594
0.7143815137783118,305.5847621385811,407.82492705898943,98.25245964461239,13.075879848611464,-5.742362499499537,7.938394749061308,5.666942297148985,33.36881656799633,808.3316673132393,36.877385977830514,8.108755626086772,2.0311935660024383,110.94960454720355,10.253864867552387,-2.3753218476443183
